"authority","date_of_meeting","description","location_of_meeting","name","num_of_section_or_meet","primary_name","subordinate_name","unique_id"
"http://viaf.org/viaf/147224752;viaf||http://id.loc.gov/authorities/names/n2009042303;lcnaf",2014,,"Sochi, Russia","Olympic Winter Games (22nd : 2014 : Sochi, Russia)","22nd","Olympic Winter Games",,"bd8cd65f-40f2-4c86-a0ad-f6014d76d1b1"
"http://viaf.org/viaf/159378017;viaf||http://id.loc.gov/authorities/names/n2004071293;lcnaf",,,,"Omicron Delta Kappa",,"Omicron Delta Kappa",,"2231eb82-6b8b-44f6-ba59-28fdc3c0fb5d"
"http://viaf.org/viaf/138737924;viaf||http://id.loc.gov/authorities/names/no2006001369;lcnaf",,,,"Organ Procurement and Transplantation Network (United States)",,"Organ Procurement and Transplantation Network (United States)",,"06ee3ce1-d9f5-488e-a53e-88c7fcd32bd7"
,,"Location information: Chicago, IL",,"Oscar & Associates, Inc.",,"Oscar & Associates, Inc.",,"75e2d7e1-6afd-4347-97a6-db5c7172ca87"
,,"Location information: New York",,"P & A Photo",,"P & A Photo",,"4006070b-1763-4bc2-b549-2af96b099f32"
"http://viaf.org/viaf/124487236;viaf||http://id.loc.gov/authorities/names/n93124968;lcnaf",,"Location information: New York; Cambridge, MA",,"Pach Brothers (Firm)",,"Pach Brothers (Firm)",,"ba180bb2-9912-4758-b77b-29281ec0977b"
,,,,"Parker, Thomas & Rice",,"Parker, Thomas & Rice",,"4b4418a2-cbdd-4203-9bf2-5ae2cfbc9930"
"http://viaf.org/viaf/145481534;viaf||http://id.loc.gov/authorities/names/n85129666;lcnaf",,,,"Peabody Conservatory of Music",,"Peabody Conservatory of Music",,"cd1bec45-75fd-4ce4-9a54-e266238f6dd6"
"http://viaf.org/viaf/131708105;viaf||http://id.loc.gov/authorities/names/n79097418;lcnaf",,,,"Pennsylvania State University",,"Pennsylvania State University",,"de659790-4877-40e5-97fc-ec525d026f3e"
"http://viaf.org/viaf/146571089;viaf||http://id.loc.gov/authorities/names/n79105831;lcnaf",,,,"Pennsylvania State University. Applied Research Laboratory",,"Pennsylvania State University","Applied Research Laboratory","c02a094d-4828-4048-9a8d-b90ab575b34e"
"http://viaf.org/viaf/144757228;viaf||http://id.loc.gov/authorities/names/n82053279;lcnaf",,,,"Perkin-Elmer Corporation",,"Perkin-Elmer Corporation",,"260f67f8-0391-42d4-866c-3df0b0fe445a"
"http://viaf.org/viaf/153614857;viaf||http://id.loc.gov/authorities/names/n81062679;lcnaf",,,,"Phi Kappa Psi",,"Phi Kappa Psi",,"09816aad-be2b-4dec-83df-6b41d7be1604"
,,,,"Photo-crafters",,"Photo-crafters",,"a0fe7e96-4163-447c-be3d-aeb266985308"
,,"Location information: Annapolis, MD",,"Piccering Studio",,"Piccering Studio",,"ce7e9d67-2a11-4777-a9b0-06d092b126ca"
"http://viaf.org/viaf/153741421;viaf||http://id.loc.gov/authorities/names/n91043466;lcnaf",,,,"Piper & Marbury",,"Piper & Marbury",,"f39bff97-e500-4928-aa4c-43b9e84a756d"
,,,,"Pithotomy Club",,"Pithotomy Club",,"5ad1abd8-fd6e-46fb-b54c-e6822a17e5ad"
"http://viaf.org/viaf/141200041;viaf||http://id.loc.gov/authorities/names/n79055384;lcnaf",,,,"Princeton University",,"Princeton University",,"0d52d00b-6d22-4835-98df-0b9196bf7c18"
,,"Location information: Baltimore, MD",,"Project Liberty Ship",,"Project Liberty Ship",,"054519db-6b3b-45ac-a2d8-b48eb5fe8a75"
"http://viaf.org/viaf/149092937;viaf||http://id.loc.gov/authorities/names/n96089174;lcnaf",,,,"Project Muse",,"Project Muse",,"5dc19b5b-0673-4e9f-a45f-0c2d73269ef8"
,,"Location information: Easton, PA",,"Rembrandt Studio",,"Rembrandt Studio",,"ca051a18-8150-429e-a7d7-f16d20ee1f74"
"http://viaf.org/viaf/123152632;viaf||http://id.loc.gov/authorities/names/n80067040;lcnaf",,,,"Republican Party (U.S. : 1854- )",,"Republican Party (U.S. : 1854- )",,"83205e3e-3ed4-41f0-8df1-b6c1671c46bc"
,,"Location information: Schenectady, NY",,"Research Information Services, GE",,"Research Information Services, GE",,"1bf918b2-85c9-430d-881f-4674ed40b4ab"
,,,,"Rettberg Brothers",,"Rettberg Brothers",,"9a1ce391-bd86-4695-ab46-5db97b1f9000"
,,,,"Robert Smith Photography",,"Robert Smith Photography",,"7f4b087e-9539-4153-bb1d-16e97fc2b325"
"http://viaf.org/viaf/137251162;viaf||http://id.loc.gov/authorities/names/n84004719;lcnaf",,,,"Rockefeller Institute for Medical Research",,"Rockefeller Institute for Medical Research",,"83d1f2cc-e87d-48a6-95b1-70eac3d04f9c"
,,"Location information: New York",,"Rockwood Photo",,"Rockwood Photo",,"6768aa2e-e9d4-47fc-97de-5aa029d41598"
"http://viaf.org/viaf/153495768;viaf||http://id.loc.gov/authorities/names/n83191201;lcnaf",,,,"Rohm and Haas Company",,"Rohm and Haas Company",,"89585e09-93e3-44e0-9c01-49c978b828ac"
"http://id.loc.gov/authorities/names/no2009062549;lcnaf||http://viaf.org/viaf/152835401;viaf",,,,"Rose Studio (Providence, R.I.)",,"Y. E. Rose Studio",,"fce68611-4362-4600-a9b5-30872f1b6ede"
,,"Location information: New York City, NY",,"Ross Photos",,"Ross Photos",,"7d07a360-fdcc-45d0-b79e-ab0377aee64e"
"http://viaf.org/viaf/155735775;viaf||http://id.loc.gov/authorities/names/n85387244;lcnaf",,,,"Royal Prince Alfred Hospital (Sydney, N.S.W.)",,"Royal Prince Alfred Hospital (Sydney, N.S.W.)",,"186492e9-6747-42fb-9542-f6c5af4c8a0f"
,,,,"Savoy Studio",,"Savoy Studio",,"03682c92-6335-4f49-989f-68afc6fa9c79"
,,,,"Schaefer & Sons",,"Schaefer & Sons",,"1dd3cf74-64e6-4ccc-9415-5b2910d2842f"
,,"Location information: New York",,"Schuyler Studios",,"Schuyler Studios",,"553b196e-7ed5-4269-acc4-006b57430889"
,,"Location information: Bloomington, IN",,"Shaw Studio",,"Shaw Studio",,"8d8d2d82-c882-4a97-b7c6-b905c3079af9"
,,"Location information: New York",,"Shelburne Studios",,"Shelburne Studios",,"3ad5e6c1-7629-4a38-b548-194428c9f8db"
"http://viaf.org/viaf/125835239;viaf||http://id.loc.gov/authorities/names/no2003106463;lcnaf",,,,"Johns Hopkins University. Sheridan Libraries",,"Johns Hopkins University","Sheridan Libraries","4cac922d-a0e5-4418-a5ea-7d428d9a6e8d"
,,"Location information: New York",,"Sherman & McHugh",,"Sherman & McHugh",,"4e87a5ea-b12b-43b9-834e-d4d465f62c10"
,,"Location information: Syracuse, NY",,"Sherman Sable Studio",,"Sherman Sable Studio",,"a0cbfc85-98ae-45a8-b278-4438b9373b18"
,,"Location information: Worcester, MA",,"Shervee & Bushong",,"Shervee & Bushong",,"b3bb91ed-a062-4e2b-9447-63042dad30f4"
"http://viaf.org/viaf/125993585;viaf",,,,"Shriver Hall concert series Baltimore, Md.",,"Shriver Hall concert series Baltimore, Md.",,"a21f6c23-79df-4971-88ac-aef004162e80"
"http://viaf.org/viaf/135165873;viaf||http://id.loc.gov/authorities/names/no95011282;lcnaf",,,,"Sigma Phi Epsilon",,"Sigma Phi Epsilon",,"32fc801f-60c0-4e7b-90fd-392ab378844a"
"http://viaf.org/viaf/126678521;viaf||http://id.loc.gov/authorities/names/n81063529;lcnaf",,,,"Skidmore College",,"Skidmore College",,"163afa4a-4bee-4d61-bec7-204919d4e616"
,,,,"Slinkman Photographers",,"Slinkman Photographers",,"61782bdc-42d9-4887-96e0-cb9f3af4d03c"
,,"Location information: Frederick, MD",,"Smith Studios",,"Smith Studios",,"d8e8e626-e87d-4961-a149-68c9c6140a41"
,,"Location information: New York City, NY",,"Socony Mobil Oil Co.",,"Socony Mobil Oil Co.",,"5a0ae4ff-7e46-45e7-a64c-9a6e20c0c3ba"
"http://id.loc.gov/authorities/names/n80004182;lcnaf||http://viaf.org/viaf/138367926;viaf",,,,"Southern University and A & M College",,"Southern University and A & M College",,"c38b36e1-40ab-4c7f-adb2-43d817e98fd4"
"http://viaf.org/viaf/123013418;viaf||http://id.loc.gov/authorities/names/n82165594;lcnaf",,,,"Space Telescope Science Institute (U.S.)",,"Space Telescope Science Institute (U.S.)",,"7677d23f-532a-4aa0-976d-814dac5a6c78"
"http://viaf.org/viaf/124676329;viaf||http://id.loc.gov/authorities/names/no2002114866;lcnaf",,,,"Sparrows Point Yard (Sparrows Point, Md.)",,"Sparrows Point Yard (Sparrows Point, Md.)",,"f68be17b-ad7f-481b-91a3-4824b40e3b43"
"http://viaf.org/viaf/128707365;viaf||http://id.loc.gov/authorities/names/n82028461;lcnaf",,,,"St. John's College (Annapolis, Md.)",,"St. John's College (Annapolis, Md.)",,"4fc80f6e-10df-4c8b-9ad7-5cac01fbe902"
"http://viaf.org/viaf/152543949;viaf||http://id.loc.gov/authorities/names/n87933749;lcnaf",,,,"St. Mary's College of Maryland",,"St. Mary's College of Maryland",,"0038136f-e051-40b7-b1d4-efaa4686799d"
"http://viaf.org/viaf/158761280;viaf||https://id.loc.gov/authorities/names/n79054636;lcnaf",,,,"Stanford University",,"Stanford University",,"a00a36a4-11e5-4479-9251-7a1a33e83294"
,,,,"Stanton & Butler",,"Stanton & Butler",,"667169ba-7f50-41d1-9461-03e866fd12f0"
,,"Location information: Oxford, England",,"Stilliard & Co.",,"Stilliard & Co.",,"d7abf7a6-034e-43d2-a244-6628a2d4968d"
"http://viaf.org/viaf/159412287;viaf||http://id.loc.gov/authorities/names/n00089005;lcnaf",,,,"Success for All (Program)",,"Success for All (Program)",,"9e8c0a22-deef-4cf2-902c-7c5c82fe0852"
,,,,"Syracuse University. Photo Press Department",,"Syracuse University","Photo Press Department","fd1a6278-bee4-4a3b-95d8-fdd8bb2dda42"
"http://viaf.org/viaf/149061302/;viaf||http://id.loc.gov/authorities/names/n91080044;lcnaf",,,,"Tau Beta Pi",,"Tau Beta Pi",,"a88b89ea-d2d4-48b2-ae2f-8463bc86d449"
"http://viaf.org/viaf/127396206;viaf||http://id.loc.gov/authorities/names/n79120709;lcnaf",,,,"Temple University",,"Temple University",,"6874bacc-51fc-4439-9a9b-d77b332ab585"
,,"Location information: Baltimore MD",,"The Hughes Co.",,"The Hughes Co.",,"fd870b1e-435b-4bc8-8563-363ed3fedd2f"
,,,,"The Johns Hopkins News-Letter",,"The Johns Hopkins News-Letter",,"37a59c87-f2a8-42b0-aba4-0116c333c514"
,,,,"The Lawrence Eagle-Tribune",,"The Lawrence Eagle-Tribune",,"fe36abb1-77c4-46db-8638-422a28a65c4f"
,,,,"Thompson Studios",,"Thompson Studios",,"9c24024f-299e-471e-bef3-d77233dbfe73"
,,"Location information: Baltimore, MD",,"Todd Studios, Inc.",,"Todd Studios, Inc.",,"7abcab2d-5725-48f6-93cf-ef8d6bac2906"
,,"Location information: Somerville, NJ",,"Towne Studios",,"Towne Studios",,"1cc0c497-722b-4f55-a279-10e8bc661596"
"http://viaf.org/viaf/158883169;viaf||http://id.loc.gov/authorities/names/n87901257;lcnaf",,,,"Tudor and Stuart Club (Johns Hopkins University)",,"Tudor and Stuart Club (Johns Hopkins University)",,"2e92dad6-e57e-4b12-aaba-a373116870dc"
"http://viaf.org/viaf/138898115;viaf||http://id.loc.gov/authorities/names/n78034861;lcnaf",,,,"U.S. Atomic Energy Commission",,"U.S. Atomic Energy Commission",,"261cdb57-f340-4b9e-856b-9043333c8bfe"
"http://viaf.org/viaf/165439621;viaf||http://id.loc.gov/authorities/names/no2003100601;lcnaf",,,,"U.S. Census Bureau",,"U.S. Census Bureau",,"a5d5f811-9fa9-4484-8c73-a1431fbec541"
,,,,"Udel Brothers",,"Udel Brothers",,"ccd5573b-dd06-482d-8e5f-d664a16af4b6"
,,"Location information: Washington, DC; NY",,"Underwood & Underwood",,"Underwood & Underwood",,"b60897d1-a342-486d-b7e0-3269b958b63a"
"http://viaf.org/viaf/178293362;viaf||http://id.loc.gov/authorities/names/n92056781;lcnaf",,,,"Uniform commercial code",,"Uniform commercial code",,"d636050f-7030-4e94-be29-0fea6d880951"
"http://viaf.org/viaf/147842775;viaf||http://id.loc.gov/authorities/names/n87843117;lcnaf",,"Location information: New York",,"Union Carbide and Carbon Corporation",,"Union Carbide and Carbon Corporation",,"d665efec-85c4-4c3d-80fb-53b56c39e1f3"
"http://viaf.org/viaf/139908626;viaf||http://id.loc.gov/authorities/names/no2004106504;lcnaf",,,,"UNITE HERE (Organization)",,"UNITE HERE (Organization)",,"afeace2c-5e81-45a3-a273-2fe875b3cfcf"
"http://viaf.org/viaf/133396889;viaf||http://id.loc.gov/authorities/names/n79074300;lcnaf",,,,"United States Military Academy",,"United States Military Academy",,"fd835355-af42-4190-8ba4-e924deaa98c2"
"http://viaf.org/viaf/142489267;viaf||http://id.loc.gov/authorities/names/n79126811;lcnaf",,,,"United States. Air Force",,"United States","Air Force","36785e0d-38f9-443c-af08-78bce355fbda"
"http://viaf.org/viaf/141315730;viaf||http://id.loc.gov/authorities/names/n81047476;lcnaf",,,,"United States. Air Force. Air Research and Development Command",,"United States","Air Force||Air Research and Development Command","5980661e-4e9a-4433-b6a6-e6171eebf53f"
"http://viaf.org/viaf/135579316;viaf||http://id.loc.gov/authorities/names/n79063202;lcnaf",,,,"United States. Army",,"United States","Army","e6902ea5-449a-4674-9451-c0814fd71e10"
"http://viaf.org/viaf/134812480;viaf||http://id.loc.gov/authorities/names/n80126028;lcnaf",,,,"United States. Army Air Forces",,"United States","Army Air Force","f2136e81-b58e-4ab3-a9e5-528d5775b8a2"
"http://viaf.org/viaf/143038769;viaf||http://id.loc.gov/authorities/names/n50071170;lcnaf",,,,"United States. Army Nurse Corps",,"United States","Army Nurse Corps","abe5b7d3-3ebc-4c3c-a354-f5683aad2040"
"http://id.loc.gov/authorities/names/n8607180;lcnaf||http://viaf.org/viaf/145500841;viaf",,,,"United States. Army. Air Service",,"United States","Army||Air Service","c59243cb-e0e1-418b-bf7e-55e6c906270b"
"http://id.loc.gov/authorities/names/n88127118;lcnaf||http://viaf.org/viaf/157957139;viaf",,"Location information: Dayton, OH",,"United States. Army. Air Service. Engineering Division",,"United States","Army||Air Service||Engineering Division","c35bbbbb-7fd4-45cf-81da-6a7ba70fc47b"
"http://viaf.org/viaf/157704448;viaf||http://id.loc.gov/authorities/names/n79069640;lcnaf",,,,"United States. Army. Corps of Engineers",,"United States","Army||Corps of Engineers","b124a32f-f9c9-45cb-86df-be9c5b1a1688"
"http://viaf.org/viaf/144240105;viaf||http://id.loc.gov/authorities/names/n80013543;lcnaf",,,,"United States. Army. Reserve Officers' Training Corps",,"United States","Army||Reserve Officers' Training Corps","39c6eaea-5620-467b-8a0b-b56a8d4a14de"
"http://id.loc.gov/authorities/names/n79099281;lcnaf||http://viaf.org/viaf/162873812;viaf",,,,"United States. Army. Signal Corps",,"United States","Army||Signal Corps","acd9444a-aa6c-4b19-b00f-ccdb541ab12d"
"http://viaf.org/viaf/140094734;viaf||http://id.loc.gov/authorities/names/n79099301;lcnaf",,,,"United States. Central Intelligence Agency",,"United States","Central Intelligence Agency","ebf6315d-bc65-446a-943c-7de1d92dc7a5"
"http://viaf.org/viaf/145346646;viaf||http://id.loc.gov/authorities/names/n79017982;lcnaf",,,,"United States. Congress. House. Committee on Ways and Means",,"United States","Congress||House||Committee on Ways and Means","4570e86c-01fd-4f5f-8960-2306c067dc1f"
"http://viaf.org/viaf/128989241;viaf||http://id.loc.gov/authorities/names/n79021946;lcnaf",,,,"United States. Department of Defense",,"United States","Department of Defense","33ef80cc-244b-4b5f-934c-d2ef119ff8a2"
"http://viaf.org/viaf/157083478;viaf||http://id.loc.gov/authorities/names/n78009820;lcnaf",,,,"United States. Department of Education",,"United States","Department of Education","4ce49d9c-b2ec-4588-8e79-cb204bd1d4a9"
"http://viaf.org/viaf/145337417;viaf||http://id.loc.gov/authorities/names/n80102594;lcnaf",,,,"United States. Department of Health and Human Services",,"United States","Department of Health and Human Services","8e1fdcb5-29c0-4953-9b99-69fab58f69e6"
"http://viaf.org/viaf/136624868;viaf||http://id.loc.gov/authorities/names/n78095617;lcnaf",,,,"United States. Federal Bureau of Investigation",,"United States","Federal Bureau of Investigation","a3203e99-7393-46ad-bcb9-6fb94d592a9b"
"http://viaf.org/viaf/151271988;viaf||http://id.loc.gov/authorities/names/n80126147;lcnaf",,,,"United States. Food and Drug Administration",,"United States","Food and Drug Administration","8790b220-9cb7-4a11-8e57-556d4340b634"
"http://viaf.org/viaf/133665704;viaf||http://id.loc.gov/authorities/names/n77009797;lcnaf",,,,"United States. Health Care Financing Administration",,"United States","Health Care Financing Administration","dcdb584b-1d57-4e96-844b-537bef6052ba"
"http://viaf.org/viaf/153063409;viaf||http://id.loc.gov/authorities/names/n78095328;lcnaf",,,,"United States. Marine Corps",,"United States","Marine Corps","75311f43-d2c9-433e-8284-86fe2787ef95"
"http://viaf.org/viaf/136563305;viaf||http://id.loc.gov/authorities/names/n79060141;lcnaf",,,,"United States. National Advisory Committee for Aeronautics",,"United States","National Advisory Committee for Aeronautics","a09cf012-4770-4687-b77c-1752d19f36d3"
"http://viaf.org/viaf/146202023;viaf||http://id.loc.gov/authorities/names/n78087581;lcnaf",,,,"United States. National Aeronautics and Space Administration",,"United States","National Aeronautics and Space Administration","6cf09d9a-db12-4192-8f66-9f392c7417d0"
"http://viaf.org/viaf/132254586;viaf||http://id.loc.gov/authorities/names/n84176101;lcnaf",,,,"United States. National Archives and Records Administration",,"United States","National Archives and Records Administration","0489d33a-d230-40b3-84e5-5b6cb89b2e2d"
"http://viaf.org/viaf/128926517;viaf||http://id.loc.gov/authorities/names/n79059051;lcnaf",,,,"United States. Navy",,"United States","Navy","efcb5649-8a4a-4339-99f9-d0d10250c134"
"http://viaf.org/viaf/141236281;viaf||http://id.loc.gov/authorities/names/n80126133;lcnaf",,,,"United States. Office of Management and Budget",,"United States","Office of Management and Budget","bd1490a2-de7f-41bb-9054-5cf472700d11"
"http://viaf.org/viaf/155861449;viaf||http://id.loc.gov/authorities/names/n79096730;lcnaf",,,,"United States. Public Health Service",,"United States","Public Health Service","a215ee9d-5434-49cc-9505-ba0c396d3156"
"http://viaf.org/viaf/134855547;viaf||http://id.loc.gov/authorities/names/n79081756;lcnaf",,,,"United States. Surgeon-General's Office",,"United States","Surgeon-General's Office","6696bc62-6681-405c-a14e-af11c9e7dd88"
"http://viaf.org/viaf/126638543;viaf||http://id.loc.gov/authorities/names/n50060401;lcnaf",,,,"United States. War Production Board",,"United States","War Production Board","a330c29a-b039-4207-b1d3-0985475bf092"
"http://viaf.org/viaf/148911719;viaf||http://id.loc.gov/authorities/names/n79081777;lcnaf",,,,"United Way of America",,"United Way of America",,"69526699-7fa2-4943-878a-b0fdbd70f1c5"
"http://viaf.org/viaf/155886025;viaf||http://id.loc.gov/authorities/names/n79043915;lcnaf",,,,"Università di Bologna",,"Università di Bologna",,"053c0f0f-4b7e-4bc1-8859-63fb1a9cd26c"
"http://viaf.org/viaf/133698324;viaf||http://id.loc.gov/authorities/names/n81035991;lcnaf",,,,"University of California, San Francisco Medical Center",,"University of California, San Francisco Medical Center",,"0b1d1f13-71f9-41ff-9509-02cc2601c932"
"http://viaf.org/viaf/153568718;viaf||http://id.loc.gov/authorities/names/n79018862;lcnaf",,,,"University of Cambridge",,"University of Cambridge",,"0eb359b4-1095-4f3f-86d5-63e02165e6d6"
"http://viaf.org/viaf/143657677;viaf||http://id.loc.gov/authorities/names/n79058404;lcnaf",,,,"University of Chicago",,"University of Chicago",,"f8d52484-1392-47f0-af2f-f511284483e9"
,,,,"University of Flordia. Engineering Photo Lab",,"University of Flordia","Engineering Photo Lab","4b37ba97-0707-4594-a342-79fa70bdc79a"
"http://id.loc.gov/authorities/names/n79056498;lcnaf||http://viaf.org/viaf/157231387;viaf",,,,"University of Florida",,"University of Florida",,"089400da-c967-4f07-8de6-0a7921749d9f"
"http://viaf.org/viaf/144265202;viaf||http://id.loc.gov/authorities/names/n82036971;lcnaf",,,,"University of Maryland (System)",,"University of Maryland (System)",,"839b2670-88e6-485b-938f-1b6c93ee2568"
"http://viaf.org/viaf/135934214;viaf||http://id.loc.gov/authorities/names/n82075720;lcnaf",,,,"University of Maryland at Baltimore. School of Law",,"University of Maryland at Baltimore","School of Law","b7c510de-bbdc-4abb-ab8b-edf339964ab5"
"http://viaf.org/viaf/123192955;viaf||http://id.loc.gov/authorities/names/n83073338;lcnaf",,,,"University of Maryland at Baltimore. School of Medicine",,"University of Maryland at Baltimore","School of Medicine","77324f39-df5b-4663-890e-bb3be79fe7a7"
"http://viaf.org/viaf/133887555;viaf||http://id.loc.gov/authorities/names/n79054042;lcnaf",,,,"University of Maryland, College Park",,"University of Maryland, College Park",,"154a89b7-8ac8-40bb-b427-4219d996a5fa"
"http://viaf.org/viaf/150105905;viaf||http://id.loc.gov/authorities/names/n81055151;lcnaf",,,,"University of Michigan. Medical School",,"University of Michigan","Medical School","cf3905bf-dd3b-431d-8d73-6385f84d9b06"
"http://viaf.org/viaf/157864378;viaf||http://id.loc.gov/authorities/names/n82047813;lcnaf",,,,"University of North Carolina at Chapel Hill",,"University of North Carolina at Chapel Hill",,"c13ea5cc-7403-44ca-977c-520600a21472"
"http://viaf.org/viaf/267632219;viaf||http://id.loc.gov/authorities/names/n79065482;lcnaf",,,,"University of Pennsylvania",,"University of Pennsylvania",,"14206969-269f-407d-b894-a5a598c257d9"
"http://viaf.org/viaf/136080652;viaf||http://id.loc.gov/authorities/names/n79023322;lcnaf",,,,"University of Texas",,"University of Texas",,"0292b3ab-840c-4f49-a105-3be5cc823376"
"http://viaf.org/viaf/153664463;viaf||http://id.loc.gov/authorities/names/n85033066;lcnaf",,,,"University of Texas at Austin. Applied Research Laboratories",,"University of Texas at Austin","Applied Research Laboratories","70f823ae-187d-44d0-8dc5-f1f2491747cb"
,,,,"University of Texas. News & Information Services",,"University of Texas","News & Information Services","6ca87b9b-adfc-462a-889f-0c5566ebe137"
"http://viaf.org/viaf/154911632;viaf||http://id.loc.gov/authorities/names/n79054596;lcnaf",,,,"University of Washington",,"University of Washington",,"e8f3d2ed-fe98-4f9c-8bfb-50203f714d23"
"http://viaf.org/viaf/127825674;viaf||http://id.loc.gov/authorities/names/n79014943;lcnaf",,,,"University of Washington. Applied Physics Laboratory",,"University of Washington","Applied Physics Laboratory","096f6775-5395-4a69-9575-16b2f478a07d"
,,,,"UPI",,"UPI",,"129332a4-138b-4079-8d14-60113d7f540a"
,,"Location information: Poughkeepsie, NY",,"Vail Brothers",,"Vail Brothers",,"7a6e07d8-591f-4ef0-b772-7fcbc28775b9"
"http://viaf.org/viaf/145939150;viaf||http://id.loc.gov/authorities/names/n83825857;lcnaf",,,,"Vanderbilt University. School of Medicine",,"Vanderbilt University","School of Medicine","fcfa5e2a-7085-4831-bda5-af84606d1171"
,,,,"Vassar College. News Service",,"Vassar College","News Service","553da968-a3d8-4125-b3b6-5c927e0770c4"
,,"Location information: Baltimore, MD",,"Vincent Mitchell Studio",,"Vincent Mitchell Studio",,"5b3a50d9-6728-4e6d-affe-e381ae86839b"
,,"Location information: New York",,"Volpe Studios",,"Volpe Studios",,"5ffb3665-f2c1-4158-8d82-834d6859e53b"
"http://viaf.org/viaf/146712708;viaf||http://id.loc.gov/authorities/names/n90692226;lcnaf",,,,"Voyager Project",,"Voyager Project",,"b18e98a2-2037-4a9d-906c-100c16483087"
"http://viaf.org/viaf/140140023;viaf||http://id.loc.gov/authorities/names/n79055095;lcnaf",,,,"W.K. Kellogg Foundation",,"W.K. Kellogg Foundation",,"a1306dd8-5476-489d-b8cb-01ba8c404ae5"
"http://viaf.org/viaf/151236552;viaf||http://id.loc.gov/authorities/names/n00123254;lcnaf",,,,"WAAM (Television station : Baltimore, Md.)",,"WAAM (Television station : Baltimore, Md.)",,"2b06b580-74c5-440d-8462-3a78b8e5c40d"
,,"Location information: New York City, NY",,"Wagner International Photos",,"Wagner International Photos",,"fed11edb-e9fb-446d-bb97-49f045fa6b00"
"http://viaf.org/viaf/158318144;viaf||http://id.loc.gov/authorities/names/n83209243;lcnaf",,,,"Walter Hines Page School of International Relations",,"Walter Hines Page School of International Relations",,"3a7cabfd-11ee-4a60-a9cc-04d7cacb5cff"
"http://viaf.org/viaf/126086372;viaf||http://id.loc.gov/authorities/names/n79027105;lcnaf",,,,"Walters Art Gallery (Baltimore, Md.)",,"Walters Art Gallery (Baltimore, Md.)",,"ba89145e-b063-4745-a9d4-ea1626fd9d0d"
,,"Location information: Pullman, WS",,"Washington State College",,"Washington State College",,"a2e95946-4db7-46ee-9799-d2c6821dbc45"
,,,,"WDTV (Television station : Pittsburgh, Pa.)",,"WDTV (Television station : Pittsburgh, Pa.)",,"e84affc5-1932-49f3-80a9-20b09ed88472"
"http://viaf.org/viaf/155149853;viaf||http://id.loc.gov/authorities/names/no2007069190;lcnaf",,"Location information: Dublin",,"Werner & Son",,"Werner & Son",,"18d033a3-eb56-4bc4-8608-9529a438dbda"
"http://viaf.org/viaf/141168174;viaf||http://id.loc.gov/authorities/names/nr94037524;lcnaf",,,,"Western Female Public High School (Baltimore, Md.)",,"Western Female Public High School (Baltimore, Md.)",,"fcece3e3-0e30-4a85-87b1-365ba973c56a"
"http://viaf.org/viaf/122639857;viaf||http://id.loc.gov/authorities/names/n82081623;lcnaf",,,,"Westinghouse Electric & Manufacturing Company",,"Westinghouse Electric & Manufacturing Company",,"abfe4901-f641-477e-8581-8a43a37b3bfa"
,,,,"White House Photo",,"White House Photo",,"75707a0f-d20b-4250-bf81-0b9c9d041ee5"
,,"Location information: 124 W. 72nd Street NY, NY 10023. Spelling of name uncertain.",,"White One Photo",,"White One Photo",,"08b9ff77-aa04-4f99-a174-39100fda7ad6"
,,"Location information: NY",,"White Studio",,"White Studio",,"e4125ff0-0692-4504-b75c-c80725e6abd4"
"http://viaf.org/viaf/158480353;viaf||http://id.loc.gov/authorities/names/n2004102678;lcnaf",,,,"Wide World Photos, Inc.",,"Wide World Photos, Inc.",,"557c207f-7345-446f-8f51-3972ca4a1c65"
,,,,"Willard Stewart, Inc.",,"Willard Stewart, Inc.",,"9294cafb-1f39-4202-af42-ba3a3eb00ad5"
"http://viaf.org/viaf/153020256;viaf||http://id.loc.gov/authorities/names/n82059149;lcnaf",,,,"William H. Welch Medical Library",,"William H. Welch Medical Library",,"b5693cc1-3447-480b-8a02-4318aa14f76f"
"http://viaf.org/viaf/3765155832943933490007;viaf||http://id.loc.gov/authorities/names/n2019027314;lcnaf",,,,"WJHU (Internet radio station)",,"WJHU (Internet radio station)",,"0ec8d01c-dac9-464f-b909-fd5a9a66efbd"
"http://viaf.org/viaf/132577206;viaf||http://id.loc.gov/authorities/names/n84167498;lcnaf",,,,"WJZ-TV (Television station : Baltimore, Md.)",,"WJZ-TV (Television station : Baltimore, Md.)",,"e2554e69-052f-45d6-8653-ef9d51a0c28d"
"http://viaf.org/viaf/139421251;viaf||http://id.loc.gov/authorities/names/n80044903;lcnaf",,,,"Woods Hole Oceanographic Institution",,"Woods Hole Oceanographic Institution",,"9b1a580b-78dd-4920-aa4d-6f715a2050d8"
"http://viaf.org/viaf/133868598;viaf||http://id.loc.gov/authorities/names/n97104801;lcnaf",,,,"Woodward & Lothrop",,"Woodward and Lothrop",,"32c49cc7-c68f-4abc-99c7-9edd11fec57a"
,,"Location information: Silver Bay, NY",,"Wooley Co.",,"Wooley Co.",,"5bd052bc-77fb-40a0-81d4-4fc50f81077a"
"http://vocab.getty.edu/page/ulan/500216724;ulan||http://viaf.org/viaf/305186340;viaf",,,,"Wyatt & Nolting",,"Wyatt & Nolting",,"1fbd60c2-6fc7-48fe-bb34-17d9cd6e895f"
